,language,overview,release_date,runtime,title,vote_average,vote_count,company,country,director,genre,star,writer
2862,en,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",2001-01-18,113.0,Donnie Darko,7.7,3452,Pandora Cinema,USA,Richard Kelly,Drama,Jake Gyllenhaal,Richard Kelly
2863,nl,"J.W. Katadreuffe is the son of Joba Katadreuffe and A.B. Drevenhaven. Though fully neglected by Joba, Dreverhaven ensures the succesfull career of his son. Mostly unseen, though he sues his son a few times. The son Katadreuffe succeeds, but at great costs.",1997-04-17,122.0,Character,7.7,25,First Floor Features,Netherlands,Mike van Diem,Crime,Pavlik Jansen op de Haar,Ferdinand Bordewijk
2864,en,"Over the course of three days Ross, a college dropout addicted to crystal-meth, encounters a variety of oddball folks - including a stripper named Nikki and her boyfriend, the local meth producer, The Cook - but all he really wants to do is hook up with his old girlfriend, Amy.",2002-06-01,101.0,Spun,6.6,132,Muse Productions,USA,Jonas 烹erlund,Comedy,Jason Schwartzman,Will De Los Santos
2865,en,"Disgraced ex-England captain (Danny 'Mean Machine' Meehan) is thrown in jail for assaulting two police officers. He keeps his head down and has the opportunity to forget everything and change the lives of the prisoners. These prisoners have the chance to put one over the evil guards. The prisoners are lead by Danny and the whole of the prison, guards aside, are behind them.",2001-12-26,99.0,Mean Machine,6.0,157,Paramount Pictures,UK,Barry Skolnick,Comedy,Vinnie Jones,Tracy Keenan Wynn
2866,en,"A young woman caught between life and death... and a funeral director who appears to have the gift of transitioning the dead, but might just be intent on burying her alive.",2010-04-09,104.0,After.Life,5.4,251,Lleju Productions,USA,Agnieszka Wojtowicz-Vosloo,Drama,Christina Ricci,Agnieszka Wojtowicz-Vosloo
2867,en,"Based on the '70s UK TV show, The Sweeney is an action-packed British police thriller from the director of Football Factory. Jack Regan (Ray Winstone), a hardened cop who doesn’t play by the rules, is confronted with a criminal from his past. With sidekick George Carter (Ben Drew aka Plan B) they are put on the case of a jewellery store heist that ends in a killing. But is that killing really an execution in disguise? With pressure from his boss and the fact that Regan is having an affair with that boss’s wife, it’s not going to be easy for him to stay out of trouble.",2012-09-11,112.0,The Sweeney,5.7,109,Vertigo Films,UK,Nick Love,Action,Ray Winstone,Nick Love
2868,en,"Gary is a former gangster who has made a modest amount of money from his criminal career. Happy to put his life of crime behind him, he has retired with his wife Deedee to the sunny bliss of rural Spain, where he lives an idyllic life with his family and a few close friends. But Gary's contentment is ruptured by an unwelcome visitor from his past. Don.",2000-09-13,89.0,Sexy Beast,7.0,217,Recorded Picture Company (RPC),UK,Jonathan Glazer,Crime,Ray Winstone,Louis Mellis
2869,sv,"A three-tiered story centered around drugs and organized crime, and focused on a young man who becomes a runner for a coke dealer.",2010-01-15,124.0,Easy Money,6.5,63,Tre V漕ner Produktion AB,Sweden,Daniel Espinosa,Action,Joel Kinnaman,Daniel Espinosa
2870,ru,"Among normal humans live the ""Others"" possessing various supernatural powers. They are divided up into the forces of light and the forces of the dark, who signed a truce several centuries ago to end a devastating battle. Ever since, the forces of light govern the day while the night belongs to their dark opponents. In modern day Moscow the dark Others actually roam the night as vampires while a ""Night Watch"" of light forces, among them Anton, the movie's protagonist, try to control them and limit their outrage",2004-06-27,114.0,Night Watch,6.3,210,Bazelevs Production,Russia,Timur Bekmambetov,Action,Konstantin Khabenskiy,Timur Bekmambetov
2871,en,"Irish Republican Army member Fergus (Stephen Rea) forms an unexpected bond with Jody (Forest Whitaker), a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude (Miranda Richardson) and Maguire (Adrian Dunbar). Jody makes Fergus promise he'll visit his girlfriend, Dil (Jaye Davidson), in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.",1992-09-02,112.0,The Crying Game,6.9,176,Palace Pictures,UK,Neil Jordan,Crime,Stephen Rea,Neil Jordan
2872,en,"On an island off the coast of North America, local residents simultaneously fight a zombie epidemic while hoping for a cure to return their un-dead relatives back to their human state.",2010-05-06,90.0,Survival of the Dead,4.6,116,Blank of the Dead Productions,USA,George A. Romero,Comedy,Alan Van Sprang,George A. Romero
2873,en,"A group of people try to survive an attack of bloodthirsty zombies while trapped in a rural Pennsylvania farmhouse. Although not the first zombie film, Night of the Living Dead is the progenitor of the contemporary ""zombie apocalypse"" horror film, and it greatly influenced the modern pop-culture zombie archetype.",1968-10-01,96.0,Night of the Living Dead,7.5,580,21st Century Film Corporation,USA,Tom Savini,Horror,Tony Todd,John A. Russo
2874,en,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",2003-08-31,102.0,Lost in Translation,7.3,1895,Focus Features,USA,Sofia Coppola,Drama,Bill Murray,Sofia Coppola
2875,en,"Set in the southern USA, a racist white man, Hank, falls in love with a black woman named Leticia. Ironically, Hank is a prison guard working on Death Row who executed Leticia's husband. Hank and Leticia's inter-racial affair leads to confusion and new ideas for the two unlikely lovers.",2001-11-11,111.0,Monster's Ball,6.5,250,Lee Daniels Entertainment,USA,Marc Forster,Drama,Billy Bob Thornton,Milo Addica
2876,en,"There's a deadly zombie epidemic threatening humanity, but Wade, a small-town farmer and family man, refuses to accept defeat even when his daughter Maggie becomes infected. As Maggie's condition worsens and the authorities seek to eradicate those with the virus, Wade is pushed to the limits in an effort to protect her. Joely Richardson co-stars in this post-apocalyptic thriller.",2015-05-08,95.0,Maggie,5.2,593,Lionsgate,USA,Henry Hobson,Drama,Arnold Schwarzenegger,John Scott 3
2877,en,"A recently cheated on married woman falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",2015-01-23,91.0,The Boy Next Door,4.1,1022,Universal Pictures,USA,Rob Cohen,Mystery,Jennifer Lopez,Barbara Curry
2878,en,"Two women, Nic and Jules, brought a son and daughter into the world through artificial insemination. When one of their children reaches age, both kids go behind their mothers' backs to meet with the donor. Life becomes so much more interesting when the father, two mothers and children start to become attached to each other.",2010-07-09,106.0,The Kids Are All Right,6.5,506,Focus Features,USA,Lisa Cholodenko,Comedy,Annette Bening,Lisa Cholodenko
2879,en,"Nada, a down-on-his-luck construction worker, discovers a pair of special sunglasses. Wearing them, he is able to see the world as it really is: people being bombarded by media and government with messages like ""Stay Asleep"", ""No Imagination"", ""Submit to Authority"". Even scarier is that he is able to see that some usually normal-looking people are in fact ugly aliens in charge of the massive campaign to keep humans subdued.",1988-11-23,94.0,They Live,7.1,550,Alive Films,USA,John Carpenter,Action,Roddy Piper,Ray Nelson
2880,en,"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows.",2014-06-05,164.0,Boyhood,7.5,1971,IFC Productions,USA,Richard Linklater,Drama,Ellar Coltrane,Richard Linklater
2881,en,"An American journalism student in London scoops a big story, and begins an affair with an aristocrat as the incident unfurls.",2006-07-27,96.0,Scoop,6.4,420,BBC Films,UK,Woody Allen,Comedy,Scarlett Johansson,Woody Allen
2882,en,"With the rent due and his car booted, Sean (Dr. Dre) has to come up with some ends...and fast. When his best buddy and roommate Dee Loc (Snoop Dogg), suggests that Sean get a job busting suds down at the local car wash.",2001-11-16,93.0,The Wash,5.3,26,Lions Gate Films,USA,DJ Pooh,Comedy,Dr. Dre,DJ Pooh
2883,en,"(William H. Macy) works at a Las Vegas casino, where he uses his innate ability to bring about misfortune in those around him to jinx gamblers into losing. His imposing boss, Shelly Kaplow (Alec Baldwin), is happy with the arrangement. But Bernie finds unexpected happiness when he begins dating attractive waitress Natalie Belisario (Maria Bello).",2003-01-17,101.0,The Cooler,6.7,89,ContentFilm,USA,Wayne Kramer,Crime,William H. Macy,Frank Hannah
2884,en,"When two unemployed telephone pranksters decide to use their vocal ""talents"" to impersonate a Chicago mob boss and curry favor with organized crime in New York, the trouble begins. It isn't long before Johnny and Kamal (the ""Jerky Boys"" of crank call fame) are wanted by the local mafia, the police, and their neighbor.",1995-02-03,82.0,The Jerky Boys,4.8,10,Caravan Pictures,USA,James Melkonian,Comedy,John G. Brennan,James Melkonian
2885,es,"A woman brings her family back to her childhood home, which used to be an orphanage, intent on reopening it. Before long, her son starts to communicate with a new invisible friend.",2007-08-27,105.0,The Orphanage,7.1,633,Esta Vivo! Laboratorio de Nuevos Talentos,Spain,J.A. Bayona,Drama,Bel轭 Rueda,Sergio G. S犷chez
2886,en,"Having exorcised the demons of his ex, Malcolm is starting fresh with his new girlfriend and her two children. After moving into their dream home, however, Malcolm is once again plagued by bizarre paranormal events.",2014-04-17,87.0,A Haunted House 2,5.4,346,Baby Way Productions,USA,Michael Tiddes,Comedy,Marlon Wayans,Marlon Wayans
2887,en,"The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.",2002-10-11,110.0,The Rules of Attraction,6.3,168,Kingsgate Films,Germany,Roger Avary,Comedy,James Van Der Beek,Bret Easton Ellis
2888,en,"When a career criminal's plan for revenge is thwarted by unlikely circumstances, he puts his intended victim's son in his place by putting him in prison...and then joining him.",2006-11-17,84.0,Let's Go to Prison,5.5,69,Carsey-Werner Company,USA,Bob Odenkirk,Comedy,Dax Shepard,Robert Ben Garant
2889,en,It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.,1995-12-09,98.0,Four Rooms,6.5,530,Miramax,USA,Allison Anders,Comedy,Tim Roth,Allison Anders
2890,en,"A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.",2002-01-11,104.0,Secretary,6.7,376,Slough Pond,USA,Steven Shainberg,Comedy,James Spader,Erin Cressida Wilson
